lineas;recorrido total;distancia promedio entre estaciones
A;9,560726964633155;0,5311514980351753
B;11,669230622358388;0,686425330726964
C;4,214980082653625;0,46833112029484725
D;11,148544697225539;0,6967840435765962
E;11,501820060174175;0,6389900033430097
H;7,729328038155054;0,6441106698462545
